"Date Administered","AgeGroupVacc","7-day_avg_group_cases_per_100k","Administered_Dose1_pct_agegroup","Series_Complete_Pop_pct_agegroup"
"2021 Jun 17 12:00:00 AM","18 - 24 Years","6.32426562479","48.1%","40.2%"
"2021 Jun 17 12:00:00 AM","25 - 49 Years","5.39180565543","56.6%","49.5%"
"2021 Jun 17 12:00:00 AM","50 - 64 Years","3.96658356759","73.1%","66%"
"2021 Jun 17 12:00:00 AM","65+ Years","2.84454993627","87.9%","80.7%"
"2021 Jun 16 12:00:00 AM","<2 Years","1.72399133967","0%","0%"
"2021 Jun 16 12:00:00 AM","2 - 4 Years","3.18506888027","0%","0%"
"2021 Jun 16 12:00:00 AM","5 - 11 Years","2.50900610655","0.6%","0.3%"
"2021 Jun 16 12:00:00 AM","12 - 17 Years","3.92771369025","32.9%","23.2%"
"2021 Jun 16 12:00:00 AM","18 - 24 Years","6.26044623031","48%","39.9%"
"2021 Jun 16 12:00:00 AM","25 - 49 Years","5.398287304","56.5%","49.3%"
"2021 Jun 16 12:00:00 AM","50 - 64 Years","3.95455123419","73%","65.9%"
"2021 Jun 16 12:00:00 AM","65+ Years","2.80015339323","87.9%","80.7%"
"2021 Jun 15 12:00:00 AM","<2 Years","1.85031829128","0%","0%"
"2021 Jun 15 12:00:00 AM","2 - 4 Years","3.3396148884","0%","0%"
"2021 Jun 15 12:00:00 AM","5 - 11 Years","2.6551471748","0.5%","0.3%"
"2021 Jun 15 12:00:00 AM","12 - 17 Years","4.14071706427","32.6%","22.5%"
"2021 Jun 15 12:00:00 AM","18 - 24 Years","6.55354270866","47.8%","39.6%"
"2021 Jun 15 12:00:00 AM","25 - 49 Years","5.7189304901","56.4%","49.1%"
"2021 Jun 15 12:00:00 AM","50 - 64 Years","4.09190145503","72.9%","65.7%"
"2021 Jun 15 12:00:00 AM","65+ Years","2.81072399871","87.8%","80.6%"
"2021 Jun 14 12:00:00 AM","<2 Years","1.9915072372","0%","0%"
"2021 Jun 14 12:00:00 AM","2 - 4 Years","3.54745262348","0%","0%"
"2021 Jun 14 12:00:00 AM","5 - 11 Years","2.86908564586","0.5%","0.3%"
"2021 Jun 14 12:00:00 AM","12 - 17 Years","4.44451812318","32.3%","21.9%"
"2021 Jun 14 12:00:00 AM","18 - 24 Years","6.86034853842","47.6%","39.3%"
"2021 Jun 14 12:00:00 AM","25 - 49 Years","6.16748702644","56.2%","48.9%"
"2021 Jun 14 12:00:00 AM","50 - 64 Years","4.41995280892","72.8%","65.5%"
"2021 Jun 14 12:00:00 AM","65+ Years","2.96452630853","87.8%","80.5%"
"2021 Jun 13 12:00:00 AM","<2 Years","1.89242727515","0%","0%"
"2021 Jun 13 12:00:00 AM","2 - 4 Years","3.36093157918","0%","0%"
"2021 Jun 13 12:00:00 AM","5 - 11 Years","2.71742034478","0.5%","0.3%"
"2021 Jun 13 12:00:00 AM","12 - 17 Years","4.26806224498","32%","21.2%"
"2021 Jun 13 12:00:00 AM","18 - 24 Years","6.11247978237","47.5%","39.1%"
"2021 Jun 13 12:00:00 AM","25 - 49 Years","5.80134002184","56.1%","48.7%"
"2021 Jun 13 12:00:00 AM","50 - 64 Years","4.13072275711","72.7%","65.4%"
"2021 Jun 13 12:00:00 AM","65+ Years","2.6896905659","87.7%","80.4%"
"2021 Jun 12 12:00:00 AM","<2 Years","1.89614277373","0%","0%"
"2021 Jun 12 12:00:00 AM","2 - 4 Years","3.37336631546","0%","0%"
"2021 Jun 12 12:00:00 AM","5 - 11 Years","2.7601075984","0.5%","0.2%"
"2021 Jun 12 12:00:00 AM","12 - 17 Years","4.30403868616","32%","20.9%"
"2021 Jun 12 12:00:00 AM","18 - 24 Years","6.11153430986","47.4%","38.9%"
"2021 Jun 12 12:00:00 AM","25 - 49 Years","5.83493877154","56.1%","48.6%"
"2021 Jun 12 12:00:00 AM","50 - 64 Years","4.1275444049","72.7%","65.3%"
"2021 Jun 12 12:00:00 AM","65+ Years","2.69946837597","87.7%","80.4%"
"2021 Jun 11 12:00:00 AM","<2 Years","1.95187525238","0%","0%"
"2021 Jun 11 12:00:00 AM","2 - 4 Years","3.4373163878","0%","0%"
"2021 Jun 11 12:00:00 AM","5 - 11 Years","2.84648651159","0.5%","0.2%"
"2021 Jun 11 12:00:00 AM","12 - 17 Years","4.4399496862","31.7%","19.9%"
"2021 Jun 11 12:00:00 AM","18 - 24 Years","6.21931817609","47.3%","38.7%"
"2021 Jun 11 12:00:00 AM","25 - 49 Years","5.98097428205","56%","48.4%"
"2021 Jun 11 12:00:00 AM","50 - 64 Years","4.19701410337","72.6%","65.1%"
"2021 Jun 11 12:00:00 AM","65+ Years","2.71003898146","87.7%","80.3%"
"2021 Jun 10 12:00:00 AM","<2 Years","1.94939825333","0%","0%"
"2021 Jun 10 12:00:00 AM","2 - 4 Years","3.53857066899","0%","0%"
"2021 Jun 10 12:00:00 AM","5 - 11 Years","2.94692710833","0.5%","0.2%"
"2021 Jun 10 12:00:00 AM","12 - 17 Years","4.53760002657","31.3%","18.9%"
"2021 Jun 10 12:00:00 AM","18 - 24 Years","6.22310006613","47.1%","38.4%"
"2021 Jun 10 12:00:00 AM","25 - 49 Years","6.00253568441","55.8%","48.1%"
"2021 Jun 10 12:00:00 AM","50 - 64 Years","4.19883030463","72.5%","64.9%"
"2021 Jun 10 12:00:00 AM","65+ Years","2.72219517777","87.6%","80.2%"
"2021 Jun 09 12:00:00 AM","<2 Years","1.96302174811","0%","0%"
"2021 Jun 09 12:00:00 AM","2 - 4 Years","3.67712915904","0%","0%"
"2021 Jun 09 12:00:00 AM","5 - 11 Years","3.03883025435","0.5%","0.2%"
"2021 Jun 09 12:00:00 AM","12 - 17 Years","4.64895567786","31%","17.8%"
"2021 Jun 09 12:00:00 AM","18 - 24 Years","6.30771985585","46.9%","38.1%"
"2021 Jun 09 12:00:00 AM","25 - 49 Years","6.0480395029","55.7%","47.9%"
"2021 Jun 09 12:00:00 AM","50 - 64 Years","4.23243002808","72.4%","64.7%"
"2021 Jun 09 12:00:00 AM","65+ Years","2.74967875203","87.6%","80.1%"
"2021 Jun 08 12:00:00 AM","<2 Years","1.97788374242","0%","0%"
"2021 Jun 08 12:00:00 AM","2 - 4 Years","3.71976254059","0%","0%"
"2021 Jun 08 12:00:00 AM","5 - 11 Years","3.05590515579","0.5%","0.2%"
"2021 Jun 08 12:00:00 AM","12 - 17 Years","4.65466622408","30.6%","16.7%"
"2021 Jun 08 12:00:00 AM","18 - 24 Years","6.24673687891","46.7%","37.8%"
"2021 Jun 08 12:00:00 AM","25 - 49 Years","5.85107675368","55.5%","47.6%"
"2021 Jun 08 12:00:00 AM","50 - 64 Years","4.16182520381","72.3%","64.5%"
"2021 Jun 08 12:00:00 AM","65+ Years","2.75575685019","87.5%","80%"
"2021 Jun 07 12:00:00 AM","<2 Years","2.00389223246","0%","0%"
"2021 Jun 07 12:00:00 AM","2 - 4 Years","3.76417231304","0%","0%"
"2021 Jun 07 12:00:00 AM","5 - 11 Years","3.06996683934","0.5%","0.1%"
"2021 Jun 07 12:00:00 AM","12 - 17 Years","4.72719016108","30.3%","15.6%"
"2021 Jun 07 12:00:00 AM","18 - 24 Years","6.06615162934","46.6%","37.5%"
"2021 Jun 07 12:00:00 AM","25 - 49 Years","5.6341399446","55.4%","47.4%"
"2021 Jun 07 12:00:00 AM","50 - 64 Years","4.00086436651","72.2%","64.3%"
"2021 Jun 07 12:00:00 AM","65+ Years","2.69656145947","87.4%","79.9%"
"2021 Jun 06 12:00:00 AM","<2 Years","1.94444425523","0%","0%"
"2021 Jun 06 12:00:00 AM","2 - 4 Years","3.6149554776","0%","0%"
"2021 Jun 06 12:00:00 AM","5 - 11 Years","2.96550861873","0.5%","0.1%"
"2021 Jun 06 12:00:00 AM","12 - 17 Years","4.58785283331","29.9%","14.5%"
"2021 Jun 06 12:00:00 AM","18 - 24 Years","5.85436578692","46.4%","37.2%"
"2021 Jun 06 12:00:00 AM","25 - 49 Years","5.46574936048","55.3%","47.2%"
"2021 Jun 06 12:00:00 AM","50 - 64 Years","3.83967650404","72.1%","64.2%"
"2021 Jun 06 12:00:00 AM","65+ Years","2.58953407892","87.4%","79.8%"
"2021 Jun 05 12:00:00 AM","<2 Years","1.94196725618","0%","0%"
"2021 Jun 05 12:00:00 AM","2 - 4 Years","3.60962630491","0%","0%"
"2021 Jun 05 12:00:00 AM","5 - 11 Years","2.95897997994","0.5%","0.1%"
"2021 Jun 05 12:00:00 AM","12 - 17 Years","4.62782665685","29.8%","13.8%"
"2021 Jun 05 12:00:00 AM","18 - 24 Years","5.88131175348","46.3%","37.1%"
"2021 Jun 05 12:00:00 AM","25 - 49 Years","5.47262784467","55.2%","47.1%"
"2021 Jun 05 12:00:00 AM","50 - 64 Years","3.8655573721","72%","64.1%"
"2021 Jun 05 12:00:00 AM","65+ Years","2.60618278256","87.4%","79.8%"
"2021 Jun 04 12:00:00 AM","<2 Years","1.94072875665","0%","0%"
"2021 Jun 04 12:00:00 AM","2 - 4 Years","3.59008600503","0%","0%"
"2021 Jun 04 12:00:00 AM","5 - 11 Years","2.93688304866","0.4%","0.1%"
"2021 Jun 04 12:00:00 AM","12 - 17 Years","4.61469240054","29.4%","12.5%"
"2021 Jun 04 12:00:00 AM","18 - 24 Years","5.81465594147","46.2%","36.9%"
"2021 Jun 04 12:00:00 AM","25 - 49 Years","5.39154109835","55.1%","46.9%"
"2021 Jun 04 12:00:00 AM","50 - 64 Years","3.87486540359","72%","63.9%"
"2021 Jun 04 12:00:00 AM","65+ Years","2.62336001647","87.3%","79.8%"
"2021 Jun 03 12:00:00 AM","<2 Years","1.9332977595","0%","0%"
"2021 Jun 03 12:00:00 AM","2 - 4 Years","3.60429713222","0%","0%"
"2021 Jun 03 12:00:00 AM","5 - 11 Years","2.93537643971","0.4%","0%"
"2021 Jun 03 12:00:00 AM","12 - 17 Years","4.70377692158","28.9%","11.2%"
"2021 Jun 03 12:00:00 AM","18 - 24 Years","5.86996608335","46%","36.5%"
"2021 Jun 03 12:00:00 AM","25 - 49 Years","5.44577530062","54.9%","46.6%"
"2021 Jun 03 12:00:00 AM","50 - 64 Years","3.94024864921","71.8%","63.7%"
"2021 Jun 03 12:00:00 AM","65+ Years","2.63948018984","87.3%","79.6%"
"2021 Jun 02 12:00:00 AM","<2 Years","2.01999272629","0%","0%"
"2021 Jun 02 12:00:00 AM","2 - 4 Years","3.84943907615","0%","0%"
"2021 Jun 02 12:00:00 AM","5 - 11 Years","3.16839862414","0.4%","0%"
"2021 Jun 02 12:00:00 AM","12 - 17 Years","5.09780461077","28.5%","10.2%"
"2021 Jun 02 12:00:00 AM","18 - 24 Years","6.35735716267","45.7%","36.2%"
"2021 Jun 02 12:00:00 AM","25 - 49 Years","5.84036219177","54.7%","46.4%"
"2021 Jun 02 12:00:00 AM","50 - 64 Years","4.33232109777","71.7%","63.5%"
"2021 Jun 02 12:00:00 AM","65+ Years","2.9116732811","87.2%","79.5%"
"2021 Jun 01 12:00:00 AM","<2 Years","2.01875422677","0%","0%"
"2021 Jun 01 12:00:00 AM","2 - 4 Years","3.83700433987","0%","0%"
"2021 Jun 01 12:00:00 AM","5 - 11 Years","3.21560570461","0.4%","0%"
"2021 Jun 01 12:00:00 AM","12 - 17 Years","5.24856303098","28.1%","9.9%"
"2021 Jun 01 12:00:00 AM","18 - 24 Years","6.34317507501","45.5%","35.9%"
"2021 Jun 01 12:00:00 AM","25 - 49 Years","5.85954258038","54.6%","46.1%"
"2021 Jun 01 12:00:00 AM","50 - 64 Years","4.32664546881","71.6%","63.2%"
"2021 Jun 01 12:00:00 AM","65+ Years","2.88841794904","87.1%","79.4%"
"2021 May 31 12:00:00 AM","<2 Years","1.92338976329","0%","0%"
"2021 May 31 12:00:00 AM","2 - 4 Years","3.82456960358","0%","0%"
"2021 May 31 12:00:00 AM","5 - 11 Years","3.20757045687","0.4%","0%"
"2021 May 31 12:00:00 AM","12 - 17 Years","5.22172346375","27.6%","9.7%"
"2021 May 31 12:00:00 AM","18 - 24 Years","6.36775736029","45.3%","35.5%"
"2021 May 31 12:00:00 AM","25 - 49 Years","5.82210775296","54.4%","45.8%"
"2021 May 31 12:00:00 AM","50 - 64 Years","4.27511075786","71.4%","62.9%"
"2021 May 31 12:00:00 AM","65+ Years","2.8490424436","87.1%","79.3%"
"2021 May 30 12:00:00 AM","<2 Years","2.13269618312","0%","0%"
"2021 May 30 12:00:00 AM","2 - 4 Years","4.27577289169","0%","0%"
"2021 May 30 12:00:00 AM","5 - 11 Years","3.68767650928","0.4%","0%"
"2021 May 30 12:00:00 AM","12 - 17 Years","5.91783904799","27.6%","9.7%"
"2021 May 30 12:00:00 AM","18 - 24 Years","7.09624392987","45.2%","35.4%"
"2021 May 30 12:00:00 AM","25 - 49 Years","6.48482324899","54.3%","45.7%"
"2021 May 30 12:00:00 AM","50 - 64 Years","4.75799326978","71.4%","62.9%"
"2021 May 30 12:00:00 AM","65+ Years","3.15321161646","87.1%","79.2%"
"2021 May 29 12:00:00 AM","<2 Years","2.21319865229","0%","0%"
"2021 May 29 12:00:00 AM","2 - 4 Years","4.46229393599","0%","0%"
"2021 May 29 12:00:00 AM","5 - 11 Years","3.91216124299","0.4%","0%"
"2021 May 29 12:00:00 AM","12 - 17 Years","6.19480053967","27.4%","9.6%"
"2021 May 29 12:00:00 AM","18 - 24 Years","7.32126638744","45.1%","35.3%"
"2021 May 29 12:00:00 AM","25 - 49 Years","6.7197499398","54.3%","45.6%"
"2021 May 29 12:00:00 AM","50 - 64 Years","4.91918113224","71.3%","62.8%"
"2021 May 29 12:00:00 AM","65+ Years","3.24279749795","87%","79.2%"
"2021 May 28 12:00:00 AM","<2 Years","2.30113211861","0%","0%"
"2021 May 28 12:00:00 AM","2 - 4 Years","4.6381566349","0%","0%"
"2021 May 28 12:00:00 AM","5 - 11 Years","4.09797634696","0.4%","0%"
"2021 May 28 12:00:00 AM","12 - 17 Years","6.50830952716","27%","9.5%"
"2021 May 28 12:00:00 AM","18 - 24 Years","7.65501818375","45%","35.1%"
"2021 May 28 12:00:00 AM","25 - 49 Years","7.03827666923","54.1%","45.4%"
"2021 May 28 12:00:00 AM","50 - 64 Years","5.09648778095","71.2%","62.7%"
"2021 May 28 12:00:00 AM","65+ Years","3.37096608947","87%","79.2%"
"2021 May 27 12:00:00 AM","<2 Years","2.45842155836","0%","0%"
"2021 May 27 12:00:00 AM","2 - 4 Years","4.97211812374","0%","0%"
"2021 May 27 12:00:00 AM","5 - 11 Years","4.49220568916","0.4%","0%"
"2021 May 27 12:00:00 AM","12 - 17 Years","7.08964313238","26.4%","9.4%"
"2021 May 27 12:00:00 AM","18 - 24 Years","8.25161133807","44.7%","34.8%"
"2021 May 27 12:00:00 AM","25 - 49 Years","7.70138900088","53.9%","45.1%"
"2021 May 27 12:00:00 AM","50 - 64 Years","5.55008404744","71.1%","62.3%"
"2021 May 27 12:00:00 AM","65+ Years","3.60986177345","86.9%","79%"
"2021 May 26 12:00:00 AM","<2 Years","2.55750152041","0%","0%"
"2021 May 26 12:00:00 AM","2 - 4 Years","4.98988203272","0%","0%"
"2021 May 26 12:00:00 AM","5 - 11 Years","4.55096343826","0.4%","0%"
"2021 May 26 12:00:00 AM","12 - 17 Years","7.19985667443","25.8%","9.2%"
"2021 May 26 12:00:00 AM","18 - 24 Years","8.24972039305","44.4%","34.4%"
"2021 May 26 12:00:00 AM","25 - 49 Years","7.69675925191","53.7%","44.8%"
"2021 May 26 12:00:00 AM","50 - 64 Years","5.447695701","70.9%","62%"
"2021 May 26 12:00:00 AM","65+ Years","3.48724274981","86.9%","78.9%"
"2021 May 25 12:00:00 AM","<2 Years","2.64171948816","0%","0%"
"2021 May 25 12:00:00 AM","2 - 4 Years","5.25989344923","0%","0%"
"2021 May 25 12:00:00 AM","5 - 11 Years","4.85479624339","0.3%","0%"
"2021 May 25 12:00:00 AM","12 - 17 Years","7.64299506111","25.1%","9%"
"2021 May 25 12:00:00 AM","18 - 24 Years","8.66667377032","44.1%","34%"
"2021 May 25 12:00:00 AM","25 - 49 Years","8.07004929778","53.5%","44.4%"
"2021 May 25 12:00:00 AM","50 - 64 Years","5.71581241307","70.7%","61.7%"
"2021 May 25 12:00:00 AM","65+ Years","3.62783180278","86.8%","78.7%"
"2021 May 24 12:00:00 AM","<2 Years","2.84731040941","0%","0%"
"2021 May 24 12:00:00 AM","2 - 4 Years","5.72708425543","0%","0%"
"2021 May 24 12:00:00 AM","5 - 11 Years","5.26358947212","0.3%","0%"
"2021 May 24 12:00:00 AM","12 - 17 Years","8.36252388486","24.5%","8.9%"
"2021 May 24 12:00:00 AM","18 - 24 Years","9.62443742376","43.8%","33.6%"
"2021 May 24 12:00:00 AM","25 - 49 Years","8.970469334","53.3%","44%"
"2021 May 24 12:00:00 AM","50 - 64 Years","6.46340625969","70.6%","61.4%"
"2021 May 24 12:00:00 AM","65+ Years","4.02819348556","86.7%","78.6%"
"2021 May 23 12:00:00 AM","<2 Years","2.94886737051","0%","0%"
"2021 May 23 12:00:00 AM","2 - 4 Years","5.89406499985","0%","0%"
"2021 May 23 12:00:00 AM","5 - 11 Years","5.51921079082","0.3%","0%"
"2021 May 23 12:00:00 AM","12 - 17 Years","8.81365703625","23.9%","8.7%"
"2021 May 23 12:00:00 AM","18 - 24 Years","9.97095309898","43.5%","33.2%"
"2021 May 23 12:00:00 AM","25 - 49 Years","9.22497324905","53%","43.7%"
"2021 May 23 12:00:00 AM","50 - 64 Years","6.62414007183","70.4%","61.1%"
"2021 May 23 12:00:00 AM","65+ Years","4.07998945244","86.6%","78.5%"
"2021 May 22 12:00:00 AM","<2 Years","3.02813134015","0%","0%"
"2021 May 22 12:00:00 AM","2 - 4 Years","6.10190273492","0%","0%"
"2021 May 22 12:00:00 AM","5 - 11 Years","5.67539591875","0.3%","0%"
"2021 May 22 12:00:00 AM","12 - 17 Years","9.15514770022","23.5%","8.7%"
"2021 May 22 12:00:00 AM","18 - 24 Years","10.3713607073","43.4%","33%"
"2021 May 22 12:00:00 AM","25 - 49 Years","9.5539499833","52.9%","43.6%"
"2021 May 22 12:00:00 AM","50 - 64 Years","6.82982486535","70.3%","61%"
"2021 May 22 12:00:00 AM","65+ Years","4.18278859079","86.6%","78.4%"
"2021 May 21 12:00:00 AM","<2 Years","3.14702729461","0%","0%"
"2021 May 21 12:00:00 AM","2 - 4 Years","6.42875866017","0%","0%"
"2021 May 21 12:00:00 AM","5 - 11 Years","5.97119347615","0.3%","0%"
"2021 May 21 12:00:00 AM","12 - 17 Years","9.55374382639","22.4%","8.4%"
"2021 May 21 12:00:00 AM","18 - 24 Years","10.7646772718","43.1%","32.6%"
"2021 May 21 12:00:00 AM","25 - 49 Years","9.88385266736","52.7%","43.2%"
"2021 May 21 12:00:00 AM","50 - 64 Years","7.07977956475","70.1%","60.7%"
"2021 May 21 12:00:00 AM","65+ Years","4.26946755577","86.5%","78.3%"
"2021 May 20 12:00:00 AM","<2 Years","3.25229975429","0%","0%"
"2021 May 20 12:00:00 AM","2 - 4 Years","6.68811173129","0%","0%"
"2021 May 20 12:00:00 AM","5 - 11 Years","6.19065618003","0.3%","0%"
"2021 May 20 12:00:00 AM","12 - 17 Years","9.91978983911","21.3%","8.2%"
"2021 May 20 12:00:00 AM","18 - 24 Years","11.22559512082","42.8%","32.1%"
"2021 May 20 12:00:00 AM","25 - 49 Years","9.98914638688","52.4%","42.7%"
"2021 May 20 12:00:00 AM","50 - 64 Years","7.23143237056","69.9%","60.2%"
"2021 May 20 12:00:00 AM","65+ Years","4.36063902809","86.4%","78.1%"
"2021 May 19 12:00:00 AM","<2 Years","3.54582414186","0%","0%"
"2021 May 19 12:00:00 AM","2 - 4 Years","7.46794733555","0%","0%"
"2021 May 19 12:00:00 AM","5 - 11 Years","6.94848048242","0.2%","0%"
"2021 May 19 12:00:00 AM","12 - 17 Years","11.23264441513","20.2%","8%"
"2021 May 19 12:00:00 AM","18 - 24 Years","13.91971904036","42.4%","31.5%"
"2021 May 19 12:00:00 AM","25 - 49 Years","11.43495085228","52.1%","42.2%"
"2021 May 19 12:00:00 AM","50 - 64 Years","8.37813644564","69.7%","59.8%"
"2021 May 19 12:00:00 AM","65+ Years","4.93726555735","86.3%","77.9%"
"2021 May 18 12:00:00 AM","<2 Years","3.76256155884","0%","0%"
"2021 May 18 12:00:00 AM","2 - 4 Years","8.03816881384","0%","0%"
"2021 May 18 12:00:00 AM","5 - 11 Years","7.47177599144","0.2%","0%"
"2021 May 18 12:00:00 AM","12 - 17 Years","12.07666314648","18.9%","7.7%"
"2021 May 18 12:00:00 AM","18 - 24 Years","14.85384588104","42%","31%"
"2021 May 18 12:00:00 AM","25 - 49 Years","12.17015498939","51.8%","41.7%"
"2021 May 18 12:00:00 AM","50 - 64 Years","8.88962412752","69.4%","59.3%"
"2021 May 18 12:00:00 AM","65+ Years","5.14074971295","86.2%","77.7%"
"2021 May 17 12:00:00 AM","<2 Years","3.80714754177","0%","0%"
"2021 May 17 12:00:00 AM","2 - 4 Years","8.13231753144","0%","0%"
"2021 May 17 12:00:00 AM","5 - 11 Years","7.64905364468","0.2%","0%"
"2021 May 17 12:00:00 AM","12 - 17 Years","12.38446158775","17.7%","7.5%"
"2021 May 17 12:00:00 AM","18 - 24 Years","14.78813554154","41.6%","30.4%"
"2021 May 17 12:00:00 AM","25 - 49 Years","12.01948972992","51.5%","41.2%"
"2021 May 17 12:00:00 AM","50 - 64 Years","8.61015615753","69.2%","58.9%"
"2021 May 17 12:00:00 AM","65+ Years","5.00888140952","86.1%","77.5%"
"2021 May 16 12:00:00 AM","<2 Years","4.20346738997","0%","0%"
"2021 May 16 12:00:00 AM","2 - 4 Years","9.02761854407","0%","0%"
"2021 May 16 12:00:00 AM","5 - 11 Years","8.45358282456","0.2%","0%"
"2021 May 16 12:00:00 AM","12 - 17 Years","13.62250800828","16.5%","7.2%"
"2021 May 16 12:00:00 AM","18 - 24 Years","16.34769244812","41.3%","29.9%"
"2021 May 16 12:00:00 AM","25 - 49 Years","13.30536943788","51.3%","40.7%"
"2021 May 16 12:00:00 AM","50 - 64 Years","9.6969255908","69%","58.5%"
"2021 May 16 12:00:00 AM","65+ Years","5.70680563673","86%","77.4%"
"2021 May 15 12:00:00 AM","<2 Years","4.65799671587","0%","0%"
"2021 May 15 12:00:00 AM","2 - 4 Years","10.28885608171","0%","0%"
"2021 May 15 12:00:00 AM","5 - 11 Years","9.46351302477","0.1%","0%"
"2021 May 15 12:00:00 AM","12 - 17 Years","15.05585510955","15.7%","7.1%"
"2021 May 15 12:00:00 AM","18 - 24 Years","17.87368508056","41.1%","29.7%"
"2021 May 15 12:00:00 AM","25 - 49 Years","14.52868139543","51.1%","40.5%"
"2021 May 15 12:00:00 AM","50 - 64 Years","10.79595438262","68.9%","58.3%"
"2021 May 15 12:00:00 AM","65+ Years","6.3169938384","85.9%","77.3%"
"2021 May 14 12:00:00 AM","<2 Years","4.87101863428","0%","0%"
"2021 May 14 12:00:00 AM","2 - 4 Years","10.78269275138","0%","0%"
"2021 May 14 12:00:00 AM","5 - 11 Years","9.92403316082","0.1%","0%"
"2021 May 14 12:00:00 AM","12 - 17 Years","15.82792095853","14.1%","6.8%"
"2021 May 14 12:00:00 AM","18 - 24 Years","18.65086348444","40.9%","29.2%"
"2021 May 14 12:00:00 AM","25 - 49 Years","15.18517979998","50.9%","40.1%"
"2021 May 14 12:00:00 AM","50 - 64 Years","11.34217691373","68.7%","58%"
"2021 May 14 12:00:00 AM","65+ Years","6.60425004248","85.9%","77.2%"
"2021 May 13 12:00:00 AM","<2 Years","5.27724647868","0%","0%"
"2021 May 13 12:00:00 AM","2 - 4 Years","11.60871451899","0%","0%"
"2021 May 13 12:00:00 AM","5 - 11 Years","10.71902048402","0.1%","0%"
"2021 May 13 12:00:00 AM","12 - 17 Years","16.97916707652","12.5%","6.5%"
"2021 May 13 12:00:00 AM","18 - 24 Years","19.73059309179","40.5%","28.5%"
"2021 May 13 12:00:00 AM","25 - 49 Years","16.17409418088","50.6%","39.5%"
"2021 May 13 12:00:00 AM","50 - 64 Years","12.03596579781","68.4%","57.4%"
"2021 May 13 12:00:00 AM","65+ Years","6.871157831","85.7%","77%"
"2021 May 12 12:00:00 AM","<2 Years","5.52990038191","0%","0%"
"2021 May 12 12:00:00 AM","2 - 4 Years","12.19669990626","0%","0%"
"2021 May 12 12:00:00 AM","5 - 11 Years","11.40151433886","0%","0%"
"2021 May 12 12:00:00 AM","12 - 17 Years","17.87800705158","11.2%","6.2%"
"2021 May 12 12:00:00 AM","18 - 24 Years","19.82561307912","40.2%","27.8%"
"2021 May 12 12:00:00 AM","25 - 49 Years","16.90347806214","50.3%","38.8%"
"2021 May 12 12:00:00 AM","50 - 64 Years","12.42985444763","68.2%","56.9%"
"2021 May 12 12:00:00 AM","65+ Years","7.21945928176","85.6%","76.8%"
"2021 May 11 12:00:00 AM","<2 Years","5.55219337337","0%","0%"
"2021 May 11 12:00:00 AM","2 - 4 Years","12.10077479776","0%","0%"
"2021 May 11 12:00:00 AM","5 - 11 Years","11.35380505541","0%","0%"
"2021 May 11 12:00:00 AM","12 - 17 Years","17.94767571546","10.9%","5.9%"
"2021 May 11 12:00:00 AM","18 - 24 Years","19.81001278269","39.8%","27.1%"
"2021 May 11 12:00:00 AM","25 - 49 Years","16.87596412538","50.1%","38.2%"
"2021 May 11 12:00:00 AM","50 - 64 Years","12.3640171517","68%","56.3%"
"2021 May 11 12:00:00 AM","65+ Years","7.21443824416","85.5%","76.5%"
"2021 May 10 12:00:00 AM","<2 Years","5.68099732404","0%","0%"
"2021 May 10 12:00:00 AM","2 - 4 Years","12.18781795177","0%","0%"
"2021 May 10 12:00:00 AM","5 - 11 Years","11.61093298306","0%","0%"
"2021 May 10 12:00:00 AM","12 - 17 Years","18.35369555172","10.7%","5.6%"
"2021 May 10 12:00:00 AM","18 - 24 Years","20.26336685163","39.5%","26.4%"
"2021 May 10 12:00:00 AM","25 - 49 Years","17.22914783285","49.8%","37.6%"
"2021 May 10 12:00:00 AM","50 - 64 Years","12.6477985997","67.7%","55.7%"
"2021 May 10 12:00:00 AM","65+ Years","7.27759761194","85.4%","76.3%"
"2021 May 09 12:00:00 AM","<2 Years","5.53733137906","0%","0%"
"2021 May 09 12:00:00 AM","2 - 4 Years","11.88583149909","0%","0%"
"2021 May 09 12:00:00 AM","5 - 11 Years","11.46428971182","0%","0%"
"2021 May 09 12:00:00 AM","12 - 17 Years","18.32856914835","10.6%","5.4%"
"2021 May 09 12:00:00 AM","18 - 24 Years","19.82324939785","39.2%","25.9%"
"2021 May 09 12:00:00 AM","25 - 49 Years","16.80188814179","49.6%","37.1%"
"2021 May 09 12:00:00 AM","50 - 64 Years","12.16264583619","67.5%","55.3%"
"2021 May 09 12:00:00 AM","65+ Years","6.87802872457","85.3%","76.1%"
"2021 May 08 12:00:00 AM","<2 Years","5.26486148343","0%","0%"
"2021 May 08 12:00:00 AM","2 - 4 Years","11.01007078634","0%","0%"
"2021 May 08 12:00:00 AM","5 - 11 Years","10.84808665083","0%","0%"
"2021 May 08 12:00:00 AM","12 - 17 Years","17.68841691707","10.6%","5.2%"
"2021 May 08 12:00:00 AM","18 - 24 Years","19.2153105734","39.1%","25.7%"
"2021 May 08 12:00:00 AM","25 - 49 Years","16.15861759145","49.5%","36.9%"
"2021 May 08 12:00:00 AM","50 - 64 Years","11.4373004551","67.5%","55.1%"
"2021 May 08 12:00:00 AM","65+ Years","6.41397914374","85.3%","76.1%"
"2021 May 07 12:00:00 AM","<2 Years","5.25247648817","0%","0%"
"2021 May 07 12:00:00 AM","2 - 4 Years","10.94434432311","0%","0%"
